2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 207 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 208 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 209 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 210 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 211 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 212 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 213 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 214 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 215 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 216 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 217 was no longer retained; dropping metadata-only input
2026-08-16T16:37:08Z [warning] [ai.aura.local:wake] [audio] Wake frame 218 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 219 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 220 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 221 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 222 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 223 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 224 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 225 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 226 was no longer retained; dropping metadata-only input
2026-08-16T16:37:09Z [warning] [ai.aura.local:wake] [audio] Wake frame 227 was no longer retained; dropping metadata-only input
